Name,Location,Height,Weight,Ranking,NationalRank,PositionRank,StateRank,State,Position,Year,School,Type,count,loc_inside_parens,location_name,Location_Clean,lat,long,School_Clean,School_City,college_lat,college_long,Date,disFromHS_m,miles_away,University
Sione Fotu,"Bingham (South Jordan, UT)",6-1,225,86,NA,36,7,UT,ILB,2020,Utah,Commit,4,"South Jordan, UT",Bingham,"Bingham High School, South Jordan, UT",40.5584882,-111.9367107,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2020-01-01,22730.4898375172,14,University of Utah
Alex Harrison,"Viewmont (Bountiful, UT)",6-4,310,86,NA,71,8,UT,OG,2020,Utah,Commit,4,"Bountiful, UT",Viewmont,"Viewmont High School, Bountiful, UT",40.8894611,-111.8804817,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2020-01-01,14428.782085718984,9,University of Utah
Caine Savage,"Western (Anaheim, CA)",5-10,166,86,NA,59,91,CA,CB,2020,Utah,Commit,4,"Anaheim, CA",Western,"Western High School, Anaheim, CA",33.8347516,-117.911732,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2020-01-01,935402.5682689473,581,University of Utah
Tanoa Togiai,"Rigby (Rigby, ID)",6-6,295,85,NA,50,2,ID,DT,2020,Utah,Commit,2,"Rigby, ID",Rigby,"Rigby High School, Rigby, ID",43.6751937,-111.918002,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2020-01-01,323864.99578952056,201,University of Utah
Kamo'i Latu,"St. Louis (Honolulu, HI)",6-1,190,85,NA,90,12,HI,S,2020,Utah,Commit,2,"Honolulu, HI",St. Louis,"St. Louis High School, Honolulu, HI",21.304547,-157.855676,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2020-01-01,4820331.822833341,2995,University of Utah
Ben Renfro,"Magnolia (Magnolia, TX)",6-1,190,84,NA,109,184,TX,CB,2020,Utah,Commit,2,"Magnolia, TX",Magnolia,"Magnolia High School, Magnolia, TX",30.2095594,-95.7507897,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2020-01-01,1869264.593934373,1162,University of Utah
Graham Faloona,"Southlake Carroll (Southlake, TX)",6-3,205,83,NA,109,205,TX,OLB,2020,Utah,Commit,1,"Southlake, TX",Southlake Carroll,"Southlake Carroll High School, Southlake, TX",32.9412363,-97.1341783,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2020-01-01,1572658.787543157,977,University of Utah
Faybian Marks,"George Ranch (Richmond, TX)",6-0,175,82,NA,189,270,TX,CB,2020,Utah,Commit,1,"Richmond, TX",George Ranch,"George Ranch High School, Richmond, TX",29.5821811,-95.7607832,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2020-01-01,1916779.8049041328,1191,University of Utah
Cooper Justice,"Lakeridge (Lake Oswego, OR)",6-6.5,230,80,NA,90,17,OR,PRO,2020,Utah,Commit,2,"Lake Oswego, OR",Lakeridge,"Lakeridge High School, Lake Oswego, OR",45.4206749,-122.670649,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2020-01-01,1018076.689760917,633,University of Utah
Jeremy Mercier,"Gila Bend (Gila Bend, AZ)",6-3,215,80,NA,175,72,AZ,OLB,2020,Utah,Commit,2,"Gila Bend, AZ",Gila Bend,"Gila Bend High School, Gila Bend, AZ",32.9478267,-112.716823,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2020-01-01,870058.2929345074,541,University of Utah
Solatoa Moea'i,"Punahou (Honolulu, HI)",6-5,290,90,NA,25,5,HI,OT,2020,Utah,Commit,1,"Honolulu, HI",Punahou,"Punahou High School, Honolulu, HI",21.304547,-157.855676,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2020-01-01,4820331.822833341,2995,University of Utah
Keanu Tanuvasa,"Mission Viejo (Mission Viejo, CA)",6-4,275,87,NA,58,63,CA,DT,2020,Utah,Commit,2,"Mission Viejo, CA",Mission Viejo,"Mission Viejo High School, Mission Viejo, CA",33.5965685,-117.659405,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2020-01-01,945379.2414855505,587,University of Utah
Ethan Calvert,"Oaks Christian (Westlake Village, CA)",6-3,230,95,76,11,5,CA,ATH,2021,Utah,Commit,1,"Westlake Village, CA",Oaks Christian,"Oaks Christian High School, Westlake Village, CA",34.1460234,-118.8061794,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,955141.8988846128,593,University of Utah
Mason Tufaga,"St. Louis (Honolulu, HI)",6-1,210,89,NA,47,3,HI,OLB,2021,Utah,Commit,1,"Honolulu, HI",St. Louis,"St. Louis High School, Honolulu, HI",21.304547,-157.855676,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,4820331.822833341,2995,University of Utah
Makai Cope,"Culver City (Culver City, CA)",6-2,190,88,NA,76,46,CA,WR,2021,Utah,Commit,6,"Culver City, CA",Culver City,"Culver City High School, Culver City, CA",34.0211224,-118.396466,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,943628.5116145145,586,University of Utah
Ricky Parks,"Gaither (Tampa, FL)",5-10,192,88,NA,33,70,FL,RB,2021,Utah,Commit,6,"Tampa, FL",Gaither,"Gaither High School, Tampa, FL",27.9477595,-82.458444,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,3037109.7810738334,1887,University of Utah
Isaac Vaha,"Pleasant Grove (Pleasant Grove, UT)",6-7,230,88,NA,23,7,UT,TE,2021,Utah,Commit,6,"Pleasant Grove, UT",Pleasant Grove,"Pleasant Grove High School, Pleasant Grove, UT",40.3640349,-111.7386884,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,45683.61870514926,28,University of Utah
Zereoue Williams,"Mountain Pointe (Phoenix, AZ)",6-8,255,88,NA,49,8,AZ,OT,2021,Utah,Commit,6,"Phoenix, AZ",Mountain Pointe,"Mountain Pointe High School, Phoenix, AZ",33.4484367,-112.074141,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,811565.4681788918,504,University of Utah
Kolinu'u Faaiu,"North Creek (Bothell, WA)",6-4,315,88,NA,34,12,WA,OG,2021,Utah,Commit,6,"Bothell, WA",North Creek,"North Creek High School, Bothell, WA",47.7623204,-122.2054035,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,1131486.0074063465,703,University of Utah
Peter Costelli,"Mission Viejo (Mission Viejo, CA)",6-3,205,88,NA,41,52,CA,PRO,2021,Utah,Commit,6,"Mission Viejo, CA",Mission Viejo,"Mission Viejo High School, Mission Viejo, CA",33.5965685,-117.659405,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,945379.2414855505,587,University of Utah
Trey Reynolds,"Queen Creek (Queen Creek, AZ)",6-2,235,87,NA,64,11,AZ,ILB,2021,Utah,Commit,5,"Queen Creek, AZ",Queen Creek,"Queen Creek High School, Queen Creek, AZ",33.2483858,-111.634158,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,833885.0704345652,518,University of Utah
Elisha Lloyd,"Mission Hills (San Marcos, CA)",5-10,175,87,NA,53,60,CA,CB,2021,Utah,Commit,5,"San Marcos, CA",Mission Hills,"Mission Hills High School, San Marcos, CA",33.1352995,-117.1743395,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,967886.951520413,601,University of Utah
Jonah Elliss,"Moscow (Moscow, ID)",6-2,210,87,NA,69,1,ID,OLB,2021,Utah,Commit,5,"Moscow, ID",Moscow,"Moscow High School, Moscow, ID",46.7323875,-117.000165,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,780637.3220946335,485,University of Utah
Cole Bishop,"Starrs Mill (Fayetteville, GA)",6-3,200,87,NA,73,48,GA,S,2021,Utah,Commit,5,"Fayetteville, GA",Starrs Mill,"Starrs Mill High School, Fayetteville, GA",33.4487257,-84.4549262,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,2557418.034121493,1589,University of Utah
Velltray Jefferson,"Edison (Fresno, CA)",6-4,230,87,NA,54,70,CA,WR,2021,Utah,Commit,5,"Fresno, CA",Edison,"Edison High School, Fresno, CA",36.7394421,-119.78483,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,818355.1890621278,509,University of Utah
Bryson Reeves,"St. Francis (La Canada Flintridge, CA)",6-3,185,85,NA,90,109,CA,ATH,2021,Utah,Commit,4,"La Canada Flintridge, CA",St. Francis,"St. Francis High School, La Canada Flintridge, CA",34.1998302,-118.2005236,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,916983.7155742359,570,University of Utah
Darrien Stewart,"Desert Pines (Las Vegas, NV)",6-2,190,85,NA,94,8,NV,S,2021,Utah,Commit,4,"Las Vegas, NV",Desert Pines,"Desert Pines High School, Las Vegas, NV",36.1674263,-115.1484131,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,583740.0988352072,363,University of Utah
Michael Mokofisi,"Woods Cross (Woods Cross, UT)",6-3,300,85,NA,138,10,UT,DT,2021,Utah,Commit,4,"Woods Cross, UT",Woods Cross,"Woods Cross High School, Woods Cross, UT",40.8745737,-111.9017264,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,12827.661384446135,8,University of Utah
Tevita Fotu,"Snow College (Ephraim, UT)",6-4,299,85,29,9,2,UT,DT,2021,Utah,Commit,4,"Ephraim, UT",Snow College,"Snow College High School, Ephraim, UT",39.3596842,-111.586305,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2021-01-01,157542.71606098014,98,University of Utah
Lander Barton,"Brighton (Salt Lake City, UT)",6-4,220,97,41,4,1,UT,LB,2022,Utah,Commit,1,"Salt Lake City, UT",Brighton,"Brighton High School, Salt Lake City, UT",40.7596198,-111.886797,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,0,0,University of Utah
Tao Johnson,"Thunder Ridge (Idaho Falls, ID)",6-2,180,90,NA,15,2,ID,WR,2022,Utah,Commit,2,"Idaho Falls, ID",Thunder Ridge,"Thunder Ridge High School, Idaho Falls, ID",43.4887907,-112.03628,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,303396.3524498198,189,University of Utah
Ka'eo Akana,"Roosevelt (Honolulu, HI)",6-3,205,90,NA,32,1,HI,Edge,2022,Utah,Commit,2,"Honolulu, HI",Roosevelt,"Roosevelt High School, Honolulu, HI",21.304547,-157.855676,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,4820331.822833341,2995,University of Utah
Nate Johnson,"Clovis (Clovis, CA)",6-2,183,89,NA,21,42,CA,QB,2022,Utah,Commit,2,"Clovis, CA",Clovis,"Clovis High School, Clovis, CA",36.8252277,-119.7029194,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,806886.3603300141,501,University of Utah
Justin Medlock,"Manvel (Manvel, TX)",6-1,210,88,NA,63,84,TX,LB,2022,Utah,Commit,2,"Manvel, TX",Manvel,"Manvel High School, Manvel, TX",29.4664706,-95.355714,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,1953790.6602996748,1214,University of Utah
Brandon Rose,"Murrieta Valley (Murrieta, CA)",6-2,195,88,NA,31,51,CA,QB,2022,Utah,Commit,2,"Murrieta, CA",Murrieta Valley,"Murrieta Valley High School, Murrieta, CA",33.560832,-117.210656,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,927928.0362521724,577,University of Utah
Jaylon Glover,"Lake Gibson (Lakeland, FL)",5-7,205,87,NA,52,73,FL,RB,2022,Utah,Commit,2,"Lakeland, FL",Lake Gibson,"Lake Gibson High School, Lakeland, FL",28.0394654,-81.9498042,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,3072004.623678469,1909,University of Utah
Carson Tabaracci,"Park City (Park City, UT)",6-2,225,87,NA,44,10,UT,ATH,2022,Utah,Commit,2,"Park City, UT",Park City,"Park City High School, Park City, UT",40.6460921,-111.4979963,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,35193.77131159345,22,University of Utah
Jocelyn Malaska,"Bethany (Bethany, OK)",6-1,170,86,NA,80,17,OK,S,2022,Utah,Commit,4,"Bethany, OK",Bethany,"Bethany High School, Bethany, OK",35.5186728,-97.6322648,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,1376167.0906397337,855,University of Utah
Sidney Mbanasor,"Pflugerville (Pflugerville, TX)",6-5,200,86,NA,62,134,TX,WR,2022,Utah,Commit,4,"Pflugerville, TX",Pflugerville,"Pflugerville High School, Pflugerville, TX",30.4393696,-97.6200043,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,1722817.0642021147,1071,University of Utah
Keith Olson,"Napavine (Napavine, WA)",6-6,305,86,NA,99,20,WA,OT,2022,Utah,Commit,4,"Napavine, WA",Napavine,"Napavine High School, Napavine, WA",46.5795176,-122.911188,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,1097699.77756385,682,University of Utah
Chris Reed,"Wekiva (Apopka, FL)",6-1,190,85,NA,154,128,FL,WR,2022,Utah,Commit,7,"Apopka, FL",Wekiva,"Wekiva High School, Apopka, FL",28.6732806,-81.5116471,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,3067478.4145071367,1906,University of Utah
Elijah Davis,"Auburndale (Auburndale, FL)",6-1,165,85,NA,83,134,FL,CB,2022,Utah,Commit,7,"Auburndale, FL",Auburndale,"Auburndale High School, Auburndale, FL",28.0653422,-81.7888642,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,3083292.918113444,1916,University of Utah
Chase Kennedy,"Episcopal School of Dallas (Dallas, TX)",6-3,225,85,NA,76,186,TX,Edge,2022,Utah,Commit,7,"Dallas, TX",Episcopal School of Dallas,"Episcopal School of Dallas High School, Dallas, TX",32.7762719,-96.7968559,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,1608829.2955711968,1000,University of Utah
Tiquan Gilmore,"College of the Canyons (Valencia, CA)",5-11,185,85,56,8,5,CA,WR,2022,Utah,Commit,7,"Valencia, CA",College of the Canyons,"College of the Canyons High School, Valencia, CA",34.4269711,-118.604298,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,919136.9885550205,571,University of Utah
Jadon Pearson,"Reedley College (Reedley, CA)",6-3,202,85,57,8,6,CA,S,2022,Utah,Commit,7,"Reedley, CA",Reedley College,"Reedley College High School, Reedley, CA",36.5963906,-119.4511877,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,803778.4757445608,499,University of Utah
Tyler Knaak,"Brighton (Salt Lake City, UT)",6-7,300,84,NA,152,29,UT,OT,2022,Utah,Commit,1,"Salt Lake City, UT",Brighton,"Brighton High School, Salt Lake City, UT",40.7596198,-111.886797,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,0,0,University of Utah
Dallas Vakalahi,"West (Salt Lake City, UT)",6-2,305,86,NA,115,11,UT,DL,2022,Utah,Commit,4,"Salt Lake City, UT",West,"West High School, Salt Lake City, UT",40.7596198,-111.886797,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2022-01-01,0,0,University of Utah
Spencer Fano,"Timpview (Provo, UT)",6-4.5,276,97,42,7,1,UT,OT,2023,Utah,Commit,1,"Provo, UT",Timpview,"Timpview High School, Provo, UT",40.2337289,-111.6587085,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,61514.86097409541,38,University of Utah
CJ Blocker,"New Caney (New Caney, TX)",6-0,165,94,141,12,26,TX,CB,2023,Utah,Commit,2,"New Caney, TX",New Caney,"New Caney High School, New Caney, TX",30.155216,-95.2113221,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,1911470.2063446804,1188,University of Utah
Caleb Lomu,"Highland (Gilbert, AZ)",6-5,260,94,164,14,2,AZ,OT,2023,Utah,Commit,2,"Gilbert, AZ",Highland,"Highland High School, Gilbert, AZ",33.3527632,-111.789037,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,822052.3410196652,511,University of Utah
Smith Snowden,"Skyridge (Lehi, UT)",5-10,175,93,199,21,3,UT,CB,2023,Utah,Commit,1,"Lehi, UT",Skyridge,"Skyridge High School, Lehi, UT",40.3881114,-111.8486019,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,41380.97943203149,26,University of Utah
Hunter Clegg,"American Fork (American Fork, UT)",6-4,235,92,231,26,4,UT,Edge,2023,Utah,Commit,1,"American Fork, UT",American Fork,"American Fork High School, American Fork, UT",40.3768064,-111.7959146,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,43200.76940269919,27,University of Utah
Brock Fonoimoana,"Kahuku (Kahuku, HI)",6-1,190,90,NA,26,1,HI,S,2023,Utah,Commit,5,"Kahuku, HI",Kahuku,"Kahuku High School, Kahuku, HI",21.679124,-157.94838,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,4802930.580824098,2984,University of Utah
John Randle Jr.,"Heights (Wichita, KS)",6-0,185,90,NA,23,4,KS,RB,2023,Utah,Commit,5,"Wichita, KS",Heights,"Heights High School, Wichita, KS",37.6922361,-97.3375448,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,1299923.809137057,808,University of Utah
Dallen Bentley,"Snow College (Ephraim, UT)",6-5,255,90,9,1,1,UT,TE,2023,Utah,Commit,5,"Ephraim, UT",Snow College,"Snow College High School, Ephraim, UT",39.3596842,-111.586305,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,157542.71606098014,98,University of Utah
Dijon Stanley,"Granada Hills  (Granada Hills, CA)",6-1,175,89,NA,28,37,CA,RB,2023,Utah,Commit,4,"Granada Hills, CA",Granada Hills,"Granada Hills High School, Granada Hills, CA",34.2661558,-118.5174342,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,928378.5877970522,577,University of Utah
Mikey Matthews,"Mission Viejo (Mission Viejo, CA)",5-10,185,89,NA,68,40,CA,WR,2023,Utah,Commit,4,"Mission Viejo, CA",Mission Viejo,"Mission Viejo High School, Mission Viejo, CA",33.5965685,-117.659405,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,945379.2414855505,587,University of Utah
Owen Chambliss,"Centennial (Corona, CA)",6-2,205,88,NA,53,58,CA,LB,2023,Utah,Commit,4,"Corona, CA",Centennial,"Centennial High School, Corona, CA",33.8752945,-117.566444,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,914502.4357267995,568,University of Utah
Roger Alderman,"Sonora (Sonora, CA)",6-5,275,88,NA,46,60,CA,IOL,2023,Utah,Commit,4,"Sonora, CA",Sonora,"Sonora High School, Sonora, CA",37.985304,-120.3835349,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,793868.8540100739,493,University of Utah
CJ Jacobsen,"Rocky Mountain  (Meridian, ID)",6-5,230,88,NA,33,2,ID,TE,2023,Utah,Commit,4,"Meridian, ID",Rocky Mountain,"Rocky Mountain High School, Meridian, ID",43.6086295,-116.392326,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,488420.18406679237,303,University of Utah
Johnathan Hall,"Katy (Katy, TX)",6-0.5,220,87,NA,68,117,TX,S,2023,Utah,Commit,5,"Katy, TX",Katy,"Katy High School, Katy, TX",29.7857853,-95.8243956,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,1896582.316901926,1178,University of Utah
Jonah Leaea,"Bishop Gorman (Las Vegas, NV)",6-4,230,87,NA,79,9,NV,LB,2023,Utah,Commit,5,"Las Vegas, NV",Bishop Gorman,"Bishop Gorman High School, Las Vegas, NV",36.1674263,-115.1484131,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,583740.0988352072,363,University of Utah
Kainoa Carvalho,"Kahuku (Kahuku, HI)",5-7,165,87,NA,128,8,HI,WR,2023,Utah,Commit,5,"Kahuku, HI",Kahuku,"Kahuku High School, Kahuku, HI",21.679124,-157.94838,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,4802930.580824098,2984,University of Utah
Vili Taufatofua,"New Mexico Military Institute (Roswell, NM)",6-4,260,87,51,7,1,NM,DL,2023,Utah,Commit,5,"Roswell, NM",New Mexico Military Institute,"New Mexico Military Institute High School, Roswell, NM",33.3943282,-104.5229518,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,1046464.9598087803,650,University of Utah
Mike Mitchell,"Middleburg (Middleburg, FL)",6-0,195,86,NA,59,132,FL,RB,2023,Utah,Commit,2,"Middleburg, FL",Middleburg,"Middleburg High School, Middleburg, FL",30.0557025,-81.9036374,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,2952178.5083048837,1834,University of Utah
Mack Howard,"Oxford (Oxford, MS)",6-2,185,86,NA,50,23,MS,QB,2023,Utah,Commit,2,"Oxford, MS",Oxford,"Oxford High School, Oxford, MS",34.3663773,-89.5187664,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,2092646.9697893048,1300,University of Utah
Daidren Zipperer,"Lakeland (Lakeland, FL)",6-1,170,84,NA,240,226,FL,WR,2023,Utah,Commit,3,"Lakeland, FL",Lakeland,"Lakeland High School, Lakeland, FL",28.0394654,-81.9498042,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,3072004.623678469,1909,University of Utah
Stanley Raass,"Kahuku (Kahuku, HI)",6-1,290,84,NA,176,10,HI,DL,2023,Utah,Commit,3,"Kahuku, HI",Kahuku,"Kahuku High School, Kahuku, HI",21.679124,-157.94838,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,4802930.580824098,2984,University of Utah
Mateaki Helu,"Stansbury (Tooele, UT)",6-0,200,87,NA,65,6,UT,ATH,2023,Utah,Commit,5,"Tooele, UT",Stansbury,"Stansbury High School, Tooele, UT",40.4062872,-113.1966394,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2023-01-01,117630.52389390265,73,University of Utah
Isaiah Garcia,"Corner Canyon (Draper, UT)",6-5,280,92,221,21,2,UT,OT,2024,Utah,Commit,1,"Draper, UT",Corner Canyon,"Corner Canyon High School, Draper, UT",40.5247777,-111.8627989,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,26157.39735987181,16,University of Utah
Isaac Wilson,"Corner Canyon (Draper, UT)",6-0,190,90,NA,21,3,UT,QB,2024,Utah,Commit,4,"Draper, UT",Corner Canyon,"Corner Canyon High School, Draper, UT",40.5247777,-111.8627989,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,26157.39735987181,16,University of Utah
Zacharyus Williams,"Junipero Serra (Gardena, CA)",6-2,195,89,NA,75,39,CA,WR,2024,Utah,Commit,5,"Gardena, CA",Junipero Serra,"Junipero Serra High School, Gardena, CA",33.8815702,-118.2918113,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,950697.3719493254,591,University of Utah
Hunter Andrews,"Magnolia (Magnolia, TX)",6-2,215,88,NA,44,96,TX,ATH,2024,Utah,Commit,5,"Magnolia, TX",Magnolia,"Magnolia High School, Magnolia, TX",30.2095594,-95.7507897,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,1869264.593934373,1162,University of Utah
Sammie Hunter,"Chandler (Chandler, AZ)",5-10,170,88,NA,55,12,AZ,CB,2024,Utah,Commit,5,"Chandler, AZ",Chandler,"Chandler High School, Chandler, AZ",33.3062031,-111.841185,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,827180.4388049049,514,University of Utah
Kash Dillon,"Corner Canyon (Draper, UT)",6-5,220,88,NA,48,7,UT,Edge,2024,Utah,Commit,5,"Draper, UT",Corner Canyon,"Corner Canyon High School, Draper, UT",40.5247777,-111.8627989,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,26157.39735987181,16,University of Utah
Elijah Elliss,"Layton Christian Academy (Layton, UT)",6-2,200,87,NA,58,10,UT,Edge,2024,Utah,Commit,6,"Layton, UT",Layton Christian Academy,"Layton Christian Academy High School, Layton, UT",41.0751048,-111.9741925,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,35800.51205696898,22,University of Utah
Jeilani Davis,"Mater Dei (Santa Ana, CA)",6-1,190,87,NA,99,69,CA,S,2024,Utah,Commit,6,"Santa Ana, CA",Mater Dei,"Mater Dei High School, Santa Ana, CA",33.7494951,-117.873221,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,941422.6468535272,585,University of Utah
Quimari Shemwell,"Long Beach Poly (Long Beach, CA)",6-0,175,87,NA,83,79,CA,CB,2024,Utah,Commit,6,"Long Beach, CA",Long Beach Poly,"Long Beach Poly High School, Long Beach, CA",33.7690164,-118.191604,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,955776.4792827661,594,University of Utah
David Washington,"Las Vegas Academy (Las Vegas, NV)",6-0,185,86,NA,151,7,NV,WR,2024,Utah,Commit,1,"Las Vegas, NV",Las Vegas Academy,"Las Vegas Academy High School, Las Vegas, NV",36.1674263,-115.1484131,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,583740.0988352072,363,University of Utah
Kana'i Lopes,"St. John Bosco (Bellflower, CA)",6-3.5,215,85,NA,164,128,CA,LB,2024,Utah,Commit,2,"Bellflower, CA",St. John Bosco,"St. John Bosco High School, Bellflower, CA",33.8825705,-118.1167679,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,941459.940311592,585,University of Utah
Latristan Thompson,"Mount Pleasant (Mount Pleasant, TX)",6-0,160,84,NA,173,293,TX,CB,2024,Utah,Commit,2,"Mount Pleasant, TX",Mount Pleasant,"Mount Pleasant High School, Mount Pleasant, TX",33.1570582,-94.9694007,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,1722467.4790431992,1070,University of Utah
Rabbit Evans,"Blinn College (Brenham, TX)",6-2,190,83,113,12,17,TX,S,2024,Utah,Commit,1,"Brenham, TX",Blinn College,"Blinn College High School, Brenham, TX",30.1668828,-96.3977442,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,1827465.6905813282,1136,University of Utah
Davis Andrews,"American Fork (American Fork, UT)",6-2.5,200,89,NA,43,5,UT,S,2024,Utah,Commit,5,"American Fork, UT",American Fork,"American Fork High School, American Fork, UT",40.3768064,-111.7959146,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,43200.76940269919,27,University of Utah
Luke Bryant,"Olympus (Salt Lake City, UT)",6-2,195,84,NA,204,29,UT,S,2024,Utah,Commit,2,"Salt Lake City, UT",Olympus,"Olympus High School, Salt Lake City, UT",40.7596198,-111.886797,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2024-01-01,0,0,University of Utah
JJ Buchanan,"Coronado (Henderson, NV)",6-4,200,92,184,9,5,NV,TE,2025,Utah,Commit,1,"Henderson, NV",Coronado,"Coronado High School, Henderson, NV",36.0319843,-114.9822486,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,590252.6035775127,367,University of Utah
Cyrus Polu,"Desert HIlls (St. George, UT)",6-2,205,91,234,23,4,UT,LB,2025,Utah,Commit,3,"St. George, UT",Desert HIlls,"Desert HIlls High School, St. George, UT",37.104153,-113.584131,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,431646.78208066855,268,University of Utah
